Header,Source,Cluster,Confidence
"NR_025897.1 Thermoanaerobacter brockii subsp. finnii strain AKo-1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_044621.1 Thermoanaerobacterium saccharolyticum DSM 7060 strain B6A-RI 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_044622.1 Thermoanaerobacterium thermosulfurigenes strain 4B 16S ribosomal RNA, partial sequence",16S,1,0.9810635613743436
"NR_044623.1 Thermoanaerobacterium xylanolyticum strain LXII 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025911.1 Limosilactobacillus reuteri strain F275 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119297.1 Pseudonocardia halophobica strain DSM 43089 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119304.1 Helicobacter pylori NCTC 11637 = CCUG 17874 = ATCC 43504 = JCM 12093 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_036770.1 Saccharococcus thermophilus strain 657 16S ribosomal RNA, partial sequence >NR_119004.1 Saccharococcus thermophilus strain ATCC 43125 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025913.1 Mycoplasmopsis gallinacea strain DD 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_044638.1 Mycoplasmopsis gallinarum strain PG16 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025912.1 [Mycoplasma] imitans strain 4229 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029252.1 Aeromonas caviae strain ATCC 15468 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119039.1 Aeromonas hydrophila strain ATCC 7966 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119040.1 Aeromonas jandaei strain ATCC 49568 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119041.1 Aeromonas media strain ATCC 33907 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119042.1 Aeromonas salmonicida strain ATCC 33658 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119043.1 Aeromonas schubertii strain ATCC 43700 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119044.1 Aeromonas sobria strain ATCC 43979 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119045.1 Aeromonas veronii bv. veronii strain ATCC 35624 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119046.1 Photobacterium angustum strain ATCC 25915 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029253.1 Photobacterium leiognathi strain L1 16S ribosomal RNA gene, partial sequence",16S,1,1.0
"NR_119047.1 Photobacterium phosphoreum strain ATCC 11040 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119048.1 Plesiomonas shigelloides strain ATCC 14029 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029254.1 Vibrio aestuarianus strain OY 0-002 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119049.1 Vibrio alginolyticus strain ATCC 17749 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119050.1 Vibrio campbellii CAIM 519 = NBRC 15631 = ATCC 25920 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119051.1 Vibrio cholerae strain ATCC 14035 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026122.1 Vibrio cincinnatiensis strain ATCC 35912 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119052.1 Photobacterium damselae strain ATCC 33539 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026123.1 Vibrio diazotrophicus strain NS 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029255.1 Aliivibrio fischeri strain 398 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119053.1 Vibrio fluvialis strain ATCC 33809 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029256.1 Vibrio gazogenes strain PB 1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119055.1 Grimontia hollisae strain ATCC 33564 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119054.1 Vibrio harveyi strain ATCC 14126 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029257.1 Vibrio mediterranei strain 50 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029259.1 Vibrio mimicus strain 1721-77 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026124.1 Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026125.1 Vibrio nereis strain 80 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026126.1 Vibrio nigripulchritudo strain 164 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119058.1 Vibrio parahaemolyticus strain ATCC 17802 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119059.1 Vibrio pelagius strain ATCC 25916 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026128.1 Vibrio proteolyticus strain ATCC 15338 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119060.1 Vibrio splendidus strain ATCC 33125 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026129.1 Vibrio tubiashii strain Milford 74 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119061.1 Vibrio vulnificus NBRC 15645 = ATCC 27562 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026127.1 Vibrio orientalis strain 717 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_027578.1 Nitrobacter hamburgensis X14 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_036771.1 Rhodopseudomonas pseudopalustris strain DSM 123 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029234.1 Taylorella equigenitalis strain N480/82 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025947.1 Phytopseudomonas flavescens strain B62 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_044846.1 Aeromonas enteropelogenes strain DSM 6394 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_044845.1 Aeromonas veronii strain 115/II 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025903.1 Gemella haemolysans strain ATCC 25563 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025904.1 Gemella morbillorum strain 2917B 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119017.1 Legionella anisa strain ATCC 35292 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119024.1 Legionella cherrii strain ATCC 35252 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119026.1 Legionella cincinnatiensis strain ATCC 43753 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119025.1 Fluoribacter dumoffii NY 23 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026117.1 Legionella feeleii strain WO-44C 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119027.1 Legionella israelensis strain ATCC 43119 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119018.1 Legionella jordanis strain ATCC 33623 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119028.1 Legionella jamestowniensis strain ATCC 35298 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119019.1 Legionella oakridgensis strain ATCC 33761 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119020.1 Legionella rubrilucens strain ATCC 35304 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119021.1 Legionella sainthelensi strain ATCC 35248 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119022.1 Legionella steigerwaltii strain ATCC 35302 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119023.1 Legionella wadsworthii strain ATCC 33877 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_118772.1 Desulfomicrobium escambiense strain ESC1 16S ribosomal RNA, partial sequence",16S,1,0.795272903821899
"NR_044639.1 Porphyromonas circumdentaria strain NCTC 12469 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_036772.1 Brucella ovis strain 63/290 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115468.1 Chitinophaga arvensicola strain IAM 12650 16S ribosomal RNA, partial sequence",16S,1,0.7928999353766125
"NR_025829.1 Cytophaga aurantiaca strain NCIMB 8628 16S ribosomal RNA, partial sequence",16S,1,0.8085603573292302
"NR_115469.1 Flavobacterium columnare strain NCIMB 2248 16S ribosomal RNA, partial sequence",16S,1,0.8662645054493762
"NR_115470.1 Persicobacter diffluens strain NCIMB 1402 16S ribosomal RNA, partial sequence",16S,1,0.8778102399761686
"NR_115471.1 Flavobacterium flevense strain IFO 14960 16S ribosomal RNA, partial sequence",16S,1,0.9878491903536774
"NR_115472.1 Cytophaga hutchinsonii ATCC 33406 strain DSM 1761 16S ribosomal RNA, partial sequence",16S,1,0.7965726799585238
"NR_115473.1 Flavobacterium johnsoniae strain UW101 16S ribosomal RNA, partial sequence",16S,1,0.9666243607320304
"NR_115474.1 Aquimarina latercula strain ATCC 23177 16S ribosomal RNA, partial sequence",16S,1,0.9255411897722364
"NR_115475.1 Cellulophaga lytica DSM 7489 strain ATCC 23178 16S ribosomal RNA, partial sequence",16S,1,0.9009190857050305
"NR_115476.1 Leeuwenhoekiella marinoflava strain NCIMB 397 16S ribosomal RNA, partial sequence",16S,1,0.9387542956771674
"NR_115477.1 Flavobacterium pectinovorum strain NCIMB 9059 16S ribosomal RNA, partial sequence",16S,1,0.9505386841344471
"NR_115478.1 Flavobacterium psychrophilum strain NCIMB 1947 16S ribosomal RNA, partial sequence",16S,1,0.9934738037426757
"NR_115479.1 Flavobacterium saccharophilum strain NCIMB 2072 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115480.1 Marinilabilia salmonicolor JCM 21150 strain NCIMB 2216 16S ribosomal RNA, partial sequence",16S,1,0.9247747134570636
"NR_115482.1 Zobellia uliginosa strain NCIMB 1863 16S ribosomal RNA, partial sequence",16S,1,0.9155958777360426
"NR_115481.1 Flavobacterium succinicans strain IFO 14905 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115467.1 Flammeovirga aprica strain JL-4 16S ribosomal RNA, partial sequence",16S,1,0.8451995362055816
"NR_119012.1 Winkia neuii subsp. anitrata strain 50/90 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119011.1 Winkia neuii subsp. neuii strain 97/90 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029363.1 Brachyspira aalborgi strain 513A 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119299.1 Leptonema illini DSM 21528 strain 3055 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119300.1 Leptospira weilii strain Celledoni 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028255.1 Natronococcus occultus strain SP4 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_118979.1 Methanococcoides burtonii strain DSM 6242 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_036955.1 Staphylococcus haemolyticus strain SM 131 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_036956.1 Staphylococcus hominis strain DM 122 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026130.1 Zoogloea ramigera strain 106 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119062.1 Shinella zoogloeoides strain ATCC 19623 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115541.1 Photobacterium leiognathi strain ATCC 25521 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_036944.1 Photobacterium angustum strain 68 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_036823.1 Photobacterium phosphoreum strain Kluyver 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029126.1 Rhodoplanes roseus strain 941 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025948.1 Campylobacter helveticus strain D5248 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119064.1 Yersinia aldovae strain ATCC 35236 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119063.1 Yersinia ruckeri strain ATCC 29473 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029245.1 Anaerocolumna aminovalerica strain DSM 1283 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026098.1 Dolosigranulum pigrum strain R91/1468 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_044849.1 Clostridium thermobutyricum strain JW171K 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026112.1 Clostridium thermopalmarium strain BVP 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_181961.1 Mesomycoplasma ovipneumoniae ATCC 29419 strain Y98 16S ribosomal RNA, partial sequence",16S,-1,0.0
"NR_115544.1 Microlunatus phosphovorus NM-1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119066.1 Paraclostridium bifermentans strain ATCC 638 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026135.1 Clostridium paraputrificum strain ATCC 25780 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_118773.1 Bordetella avium strain ATCC 35086 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025949.1 Bordetella bronchiseptica strain Dog 71 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025950.1 Bordetella parapertussis strain 522 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025951.1 Bordetella pertussis strain 18323 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_044948.1 Desulfallas thermosapovorans DSM 6562 strain MLF 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026111.1 Phascolarctobacterium faecium strain ACM 3679 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115504.1 Anaerococcus hydrogenalis strain GIFU 7662 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115505.1 Peptoniphilus lacrimalis strain GIFU 7667 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115506.1 Anaerococcus tetradius strain GIFU 7672 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115507.1 Blautia producta strain GIFU 7707 16S ribosomal RNA, partial sequence",16S,-1,0.0
"NR_115502.1 [Ruminococcus] torques strain GIFU 12126 16S ribosomal RNA, partial sequence",16S,1,0.9830914177927815
"NR_115509.1 Peptoniphilus indolicus strain GIFU 7848 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115511.1 Finegoldia magna strain GIFU 7881 16S ribosomal RNA, partial sequence",16S,1,0.6967196755872851
"NR_115512.1 Peptostreptococcus anaerobius strain GIFU 7882 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115513.1 Anaerococcus lactolyticus strain GIFU 8586 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115503.1 Anaerococcus prevotii strain GIFU 7658 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115508.1 Anaerococcus vaginalis strain GIFU 12669 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026517.1 Acidithiobacillus caldus strain KU 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115510.1 Coprococcus eutactus strain GIFU 7852 16S ribosomal RNA, partial sequence",16S,1,0.679233519528349
"NR_043391.1 Sphingomonas adhaesiva strain IFO 15099 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_043392.1 Sphingopyxis macrogoltabida strain IFO 15033 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_043393.1 Sphingomonas parapaucimobilis strain IFO 15100 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115489.1 Sphingomonas paucimobilis strain IFO 13935 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115490.1 Sphingomonas sanguinis strain IFO 13937 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029123.1 Sphingopyxis terrae strain E-1-A 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_036767.1 Sphingobium yanoikuyae strain IFO 15102 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026109.1 Desulfurella acetivorans A63 16S ribosomal RNA, partial sequence",16S,-1,0.0
"NR_036893.1 Pseudobacillus badius strain 110 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115520.1 Zymobacter palmae strain T109 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115526.1 Bacillus cereus strain IAM 12605 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_043402.1 Virgibacillus pantothenticus strain IAM 11061 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_037006.1 Paenibacillus polymyxa strain IAM 13419 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_036942.1 Sporosarcina psychrophila strain W16A 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115528.1 Bacillus racemilacticus strain IAM 12318 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115529.1 Lysinibacillus sphaericus strain IAM 13420 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_043403.1 Bacillus thuringiensis strain IAM 12077 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025842.1 Cytobacillus firmus strain IAM 12464 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025843.1 Sporolactobacillus laevolacticus strain M-8 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_037005.1 Brevibacillus laterosporus strain IAM 12465 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115527.1 Lederbergia lenta strain IAM 12466 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115530.1 Sporolactobacillus inulinus strain JCM 6014 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115531.1 Sporolactobacillus terrae strain M-116 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_027592.1 Thomasclavelia spiroformis strain DSM 1552 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026155.1 Mycoplasmoides genitalium strain G37 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119000.1 Thauera selenatis AX 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025837.1 Mesorhizobium loti strain NZP 2213 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029366.1 Bartonella grahamii strain V2 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029367.1 Bartonella taylorii strain M6 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029368.1 Bartonella doshiae strain R18 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026134.1 Caloramator indicus strain IndiB4 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115521.1 Catenuloplanes japonicus JCM 9106 strain IFO 14176 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115522.1 Couchioplanes caeruleus strain IFO13939 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119076.1 Pseudonocardia hydrocarbonoxydans strain DSM 43281 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119075.1 Actinokineospora riparia strain IFO 14541 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119077.1 Pseudonocardia saturnea strain DSM 43195 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119078.1 Pseudonocardia compacta strain DSM 43592 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119079.1 Saccharothrix coeruleofusca strain DSM 43679 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026152.1 Saccharopolyspora gregorii strain NCIB 12823 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119080.1 Saccharothrix longispora strain DSM 43749 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_044855.1 Saccharothrix mutabilis subsp. capreolus strain DSM 40225 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_044856.1 Saccharothrix mutabilis strain SK&F-AAA025 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026170.1 Coriobacterium glomerans strain PW2 16S ribosomal RNA, partial sequence",16S,1,0.9416337827450343
"NR_119303.1 Actinopolyspora mortivallis DSM 44261 strain JCM 7550 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115491.1 Rhizorhapis suberifaciens NBRC 15211 strain IFO 15211 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025890.1 Halomonas halodenitrificans strain DSM 735 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025855.1 Afifella marina strain BN 126 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029128.1 Rhodobium orientis strain MB312 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_115549.1 Rhodospirillum rubrum ATCC 11170 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025954.1 Mycoplasmopsis agassizii strain PS6 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029174.1 Mycoplasmopsis felis strain ATCC 23391 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029175.1 [Mycoplasma] testudinis strain 01008 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025915.1 Aromatoleum toluvorans strain Td-21 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_037058.1 Aromatoleum tolulyticum strain Tol-4 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_118774.1 Bifidobacterium thermophilum strain ATCC 25525 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_036889.1 Alkalihalobacillus alcalophilus strain 1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026138.1 Sutcliffiella cohnii strain DSM 6307 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026139.1 Alkalihalophilus pseudofirmus strain DSM 8715 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026140.1 Shouchella clausii strain DSM 8716 16S ribosomal RNA, partial sequence",16S,1,1.0
